REG_ANS,PERIODO,ANO,TRIMESTRE,porte,MLL,ROE,ROA,DM,DA,DC,DOP,IRF,LC,CT/CP,PMRC,PMPE,Lastro P T
343722,201602,2016,2,Pequeno Porte,        -0.10,        -0.07,        -0.02,         1.45,         0.47,         0.01,         1.75,         0.08,         1.89,         1.94,        50.99,        90.85,         1.52
343722,201603,2016,3,Pequeno Porte,         0.13,         0.09,         0.03,         1.38,         0.41,         0.01,         1.66,         0.12,         2.10,         1.69,        54.57,        74.42,         1.74
343722,201604,2016,4,Pequeno Porte,         0.18,         0.10,         0.04,         1.19,         0.40,         0.01,         1.51,         0.16,         1.92,         1.68,        35.13,       113.38,         2.89
343731,201601,2016,1,Grande Porte,         0.00,         0.01,         0.00,         1.14,         0.12,         0.02,         1.25,         0.01,         1.06,         2.83,        46.55,        71.13,         0.52
343731,201602,2016,2,Grande Porte,         0.03,         0.06,         0.02,         1.17,         0.11,         0.02,         1.28,         0.01,         1.08,         2.88,        54.69,        76.33,         0.65
343731,201603,2016,3,Grande Porte,         0.02,         0.04,         0.01,         1.15,         0.08,         0.02,         1.24,         0.01,         1.07,         2.88,        33.85,        80.14,         0.62
343731,201604,2016,4,Grande Porte,        -0.05,        -0.10,        -0.02,         1.16,         0.10,         0.03,         1.27,         0.01,         0.94,         3.18,        36.87,        81.19,         0.61
343765,201601,2016,1,Pequeno Porte,         0.20,         0.14,         0.05,         2.23,         0.17,         0.01,         1.61,         0.07,         2.64,         1.44,        14.73,        31.32,         1.20
343765,201602,2016,2,Pequeno Porte,        -0.05,        -0.03,        -0.01,         2.46,         0.17,         0.01,         1.67,         0.07,         2.48,         1.52,        16.21,        34.35,         1.11
343765,201603,2016,3,Pequeno Porte,        -0.28,        -0.20,        -0.07,         2.76,         0.20,         0.01,         1.81,         0.06,         1.97,         1.75,        18.86,        53.00,         0.83
343765,201604,2016,4,Pequeno Porte,        -0.15,        -0.14,        -0.04,         2.44,         0.16,         0.01,         1.71,         0.05,         1.98,         2.02,        20.71,        34.45,         1.03
343889,201601,2016,1,Grande Porte,         0.15,         0.10,         0.06,         1.05,         0.09,         0.01,         1.12,         0.02,         1.19,         0.86,        49.52,       126.86,         0.37
343889,201602,2016,2,Grande Porte,         0.10,         0.07,         0.04,         1.14,         0.10,         0.01,         1.20,         0.03,         1.19,         0.84,        58.10,       121.59,         0.24
343889,201603,2016,3,Grande Porte,         0.10,         0.07,         0.04,         1.13,         0.10,         0.01,         1.18,         0.03,         1.25,         0.77,        60.20,       114.78,         0.12
343889,201604,2016,4,Grande Porte,         0.04,         0.03,         0.01,         1.17,         0.12,         0.01,         1.26,        -0.01,         1.25,         0.76,        43.38,       109.03,         0.17
344141,201601,2016,1,Pequeno Porte,         0.20,         0.26,         0.08,         1.17,         0.29,         0.01,         1.37,         0.03,         1.37,         2.23,       119.80,        73.81,         1.10
344141,201602,2016,2,Pequeno Porte,        -0.07,        -0.10,        -0.03,         1.45,         0.24,         0.01,         1.51,         0.02,         1.27,         2.73,        82.38,        56.78,         1.12
344141,201603,2016,3,Pequeno Porte,         0.41,         0.40,         0.16,         1.09,         0.24,         0.01,         1.26,         0.03,         1.66,         1.43,        93.77,        63.73,         1.16
344141,201604,2016,4,Pequeno Porte,         0.14,         0.12,         0.05,         1.25,         0.22,         0.01,         1.37,        -0.10,         1.83,         1.39,       104.37,        56.65,         1.14
344397,201601,2016,1,Médio Porte,         0.07,         0.06,         0.02,         1.08,         0.13,         0.02,         1.21,         0.03,         1.53,         1.54,        59.97,       126.23,         0.48
344397,201602,2016,2,Médio Porte,        -0.06,        -0.05,        -0.02,         1.23,         0.14,         0.03,         1.36,         0.03,         1.44,         1.63,        49.77,       122.33,         1.00
344397,201603,2016,3,Médio Porte,         0.14,         0.14,         0.06,         0.98,         0.11,         0.02,         1.11,         0.03,         1.75,         1.35,        34.27,        57.27,         1.37
344397,201604,2016,4,Médio Porte,         0.05,         0.04,         0.02,         1.04,         0.14,         0.02,         1.19,         0.03,         1.62,         1.19,        43.32,        54.33,         1.06
344729,201601,2016,1,Médio Porte,         0.28,         0.28,         0.07,         1.68,         0.18,         0.01,         1.50,         0.02,         1.27,         2.82,        50.99,        77.01,         0.51
344729,201602,2016,2,Médio Porte,         0.24,         0.20,         0.06,         1.82,         0.19,         0.00,         1.56,         0.02,         1.40,         2.41,        59.65,        71.26,         0.74
344729,201603,2016,3,Médio Porte,         0.26,         0.18,         0.06,         1.85,         0.19,         0.01,         1.54,         0.03,         1.51,         1.95,        62.88,        81.03,         0.72
344729,201604,2016,4,Médio Porte,        -0.01,        -0.01,        -0.00,         1.99,         0.29,         0.00,         1.70,         0.03,         1.62,         2.25,        61.10,        77.97,         0.70
344788,201601,2016,1,Pequeno Porte,         0.36,         0.25,         0.12,         0.83,         0.20,         0.00,         1.03,         0.04,         2.29,         0.81,       203.42,       112.01,         1.08
344788,201602,2016,2,Pequeno Porte,         0.36,         0.20,         0.09,         0.95,         0.25,         0.00,         1.18,         0.07,         2.50,         0.84,       332.47,       113.84,         1.13
344788,201603,2016,3,Pequeno Porte,         0.10,         0.06,         0.02,         1.18,         0.34,         0.00,         1.45,         0.07,         2.56,         0.91,       322.18,       117.35,         1.02
344788,201604,2016,4,Pequeno Porte,        -0.34,        -0.15,        -0.09,         1.55,         0.45,         0.00,         1.76,        -0.05,         2.59,         0.76,       321.90,        75.70,         1.05
344885,201601,2016,1,Grande Porte,         0.05,         0.10,         0.02,         1.29,         0.10,         0.02,         1.34,         0.02,         1.17,         4.65,        47.39,       109.42,         1.37
344885,201602,2016,2,Grande Porte,         0.02,         0.04,         0.01,         1.30,         0.10,         0.02,         1.34,         0.02,         1.15,         4.69,        51.86,       103.83,         1.00
344885,201603,2016,3,Grande Porte,        -0.01,        -0.01,        -0.00,         1.34,         0.10,         0.02,         1.37,         0.02,         1.12,         5.13,        39.54,       104.81,         0.95
344885,201604,2016,4,Grande Porte,         0.02,         0.04,         0.01,         1.31,         0.08,         0.02,         1.33,         0.01,         1.09,         5.07,        54.29,        91.65,         0.94
345458,201601,2016,1,Médio Porte,         0.10,         0.11,         0.04,         0.96,         0.14,         0.00,         1.10,         0.03,         1.93,         1.59,        72.78,       150.77,         0.53
345458,201602,2016,2,Médio Porte,         0.13,         0.12,         0.05,         0.98,         0.14,         0.01,         1.13,         0.04,         2.24,         1.30,        94.88,       108.47,         1.13
345458,201603,2016,3,Médio Porte,         0.09,         0.08,         0.04,         0.96,         0.14,         0.00,         1.11,         0.03,         2.40,         1.18,        81.19,        97.29,         1.27
345458,201604,2016,4,Médio Porte,        -0.01,        -0.01,        -0.01,         1.07,         0.15,         0.01,         1.20,         0.04,         2.42,         1.34,       107.95,        93.16,         1.23
345598,201601,2016,1,Médio Porte,         0.04,         0.07,         0.02,         1.21,         0.18,         0.00,         1.33,         0.04,         1.37,         2.49,       142.71,       111.38,         1.63
345598,201602,2016,2,Médio Porte,        -0.02,        -0.04,        -0.01,         1.28,         0.16,         0.00,         1.36,         0.04,         1.32,         2.74,       148.32,       104.69,         1.63
345598,201603,2016,3,Médio Porte,         0.04,         0.07,         0.02,         1.21,         0.16,         0.00,         1.31,         0.04,         1.35,         2.78,       144.85,       102.51,         1.67
345598,201604,2016,4,Médio Porte,        -0.00,        -0.00,        -0.00,         1.25,         0.15,         0.00,         1.33,         0.06,         1.25,         2.80,       150.78,        93.78,         0.93
345709,201601,2016,1,Médio Porte,         0.09,         0.19,         0.05,         1.17,         0.12,         0.01,         1.24,         0.02,         1.17,         3.09,        42.54,        99.50,         0.63
